int, omega, ref, sam
2.417381398446603880e-02,2.301912468282018231e+00,1.405863327273415841e-01,1.405863327273415841e-01
1.606663734341581828e-02,2.301631198430077685e+00,1.398046662339285651e-01,1.398046662339285651e-01
9.477622883181040236e-03,2.301349997306262107e+00,1.390264357738382195e-01,1.390264357738382195e-01
4.552979821856103539e-03,2.301068864885384091e+00,1.382516331126853459e-01,1.382516331126853459e-01
1.393085453018280077e-03,2.300787801142268663e+00,1.374802499820207413e-01,1.374802499820207413e-01
5.041227750795429692e-05,2.300506806051752839e+00,1.367122780798570858e-01,1.367122780798570858e-01
5.287518950634507043e-04,2.300225879588686517e+00,1.359477090711951885e-01,1.359477090711951885e-01
2.783738384967326257e-03,2.299945021727930694e+00,1.351865345885415182e-01,1.351865345885415182e-01
6.724639419478774770e-03,2.299664232444359691e+00,1.344287462324334492e-01,1.344287462324334492e-01
1.221735021845419752e-02,2.299383511712860262e+00,1.336743355719536286e-01,1.336743355719536286e-01
1.908849452567577126e-02,2.299102859508330265e+00,1.329232941452413441e-01,1.329232941452413441e-01
2.713050885410374369e-02,2.298822275805680881e+00,1.321756134600099164e-01,1.321756134600099164e-01
3.610756200235350211e-02,2.298541760579835280e+00,1.314312849940533490e-01,1.314312849940533490e-01
4.576214187441508124e-02,2.298261313805728179e+00,1.306903001957515909e-01,1.306903001957515909e-01
5.582212640189261610e-02,2.297980935458307616e+00,1.299526504845804065e-01,1.299526504845804065e-01
6.600814520460714097e-02,2.297700625512533623e+00,1.292183272516092829e-01,1.292183272516092829e-01
7.604103372086354340e-02,2.297420383943376887e+00,1.284873218599981437e-01,1.284873218599981437e-01
8.564918194375956140e-02,2.297140210725822751e+00,1.277596256455043600e-01,1.277596256455043600e-01
9.457558552252998130e-02,2.296860105834867216e+00,1.270352299169670018e-01,1.270352299169670018e-01
1.025844175980472617e-01,2.296580069245519162e+00,1.263141259568046904e-01,1.263141259568046904e-01
1.094669549855580432e-01,2.296300100932798571e+00,1.255963050215003762e-01,1.255963050215003762e-01
1.150467117194554217e-01,2.296020200871739192e+00,1.248817583420951394e-01,1.248817583420951394e-01
1.191836559613567575e-01,2.295740369037385431e+00,1.241704771246646272e-01,1.241704771246646272e-01
1.217774121817337962e-01,2.295460605404794574e+00,1.234624525508065535e-01,1.234624525508065535e-01
1.227693786295396133e-01,2.295180909949036785e+00,1.227576757781197875e-01,1.227576757781197875e-01
1.221437196311681850e-01,2.294901282645193330e+00,1.220561379406767816e-01,1.220561379406767816e-01
1.199272224091311317e-01,2.294621723468357466e+00,1.213578301494999401e-01,1.213578301494999401e-01
1.161880380807875784e-01,2.294342232393635328e+00,1.206627434930354348e-01,1.206627434930354348e-01
1.110333555026106339e-01,2.294062809396144598e+00,1.199708690376186382e-01,1.199708690376186382e-01
1.046060839187480107e-01,2.293783454451015835e+00,1.192821978279441780e-01,1.192821978279441780e-01
9.708064526335542788e-02,2.293504167533391147e+00,1.185967208875263190e-01,1.185967208875263190e-01
8.865799883914851631e-02,2.293224948618425074e+00,1.179144292191623977e-01,1.179144292191623977e-01
7.956003942063111234e-02,2.292945797681283260e+00,1.172353138053883054e-01,1.172353138053883054e-01
7.002352418677501578e-02,2.292666714697144670e+00,1.165593656089399938e-01,1.165593656089399938e-01
6.029369395598584147e-02,2.292387699641200260e+00,1.158865755732034208e-01,1.158865755732034208e-01
5.061775978319871944e-02,2.292108752488652090e+00,1.152169346226638441e-01,1.152169346226638441e-01
4.123842700356597502e-02,2.291829873214714652e+00,1.145504336633567932e-01,1.145504336633567932e-01
3.238762531732241462e-02,2.291551061794615762e+00,1.138870635833161143e-01,1.138870635833161143e-01
2.428060566472458812e-02,2.291272318203593450e+00,1.132268152530096217e-01,1.132268152530096217e-01
1.711055271356053467e-02,2.290993642416898624e+00,1.125696795257857680e-01,1.125696795257857680e-01
1.104384614780391620e-02,2.290715034409794182e+00,1.119156472383094902e-01,1.119156472383094902e-01
6.216085072523527648e-03,2.290436494157555902e+00,1.112647092109995961e-01,1.112647092109995961e-01
2.728968279072663435e-03,2.290158021635469776e+00,1.106168562484548534e-01,1.106168562484548534e-01
6.480994520226784732e-04,2.289879616818835117e+00,1.099720791398916264e-01,1.099720791398916264e-01
1.761293918055153851e-06,2.289601279682963231e+00,1.093303686595678004e-01,1.093303686595678004e-01
7.806766742673331609e-04,2.289323010203176523e+00,1.086917155672059709e-01,1.086917155672059709e-01
2.938748959988876728e-03,2.289044808354810723e+00,1.080561106084200612e-01,1.080561106084200612e-01
6.394748333795643482e-03,2.288766674113212218e+00,1.074235445151293517e-01,1.074235445151293517e-01
1.103488680495346569e-02,2.288488607453740276e+00,1.067940080059798930e-01,1.067940080059798930e-01
1.671620237120474348e-02,2.288210608351765707e+00,1.061674917867563850e-01,1.061674917867563850e-01
2.327065295072738849e-02,2.287932676782671759e+00,1.055439865507952907e-01,1.055439865507952907e-01
3.050980374703242057e-02,2.287654812721852782e+00,1.049234829793910112e-01,1.049234829793910112e-01
3.822997803239413378e-02,2.287377016144716002e+00,1.043059717422066129e-01,1.043059717422066129e-01
4.621773124152437490e-02,2.287099287026679750e+00,1.036914434976731053e-01,1.036914434976731053e-01
5.425550196053779972e-02,2.286821625343175235e+00,1.030798888933950469e-01,1.030798888933950469e-01
6.212729098317047727e-02,2.286544031069644767e+00,1.024712985665448134e-01,1.024712985665448134e-01
6.962422108547032529e-02,2.286266504181543091e+00,1.018656631442615423e-01,1.018656631442615423e-01
7.654983544405881413e-02,2.285989044654336499e+00,1.012629732440426950e-01,1.012629732440426950e-01
8.272500149373894496e-02,2.285711652463503718e+00,1.006632194741363950e-01,1.006632194741363950e-01
8.799229920183790354e-02,2.285434327584534575e+00,1.000663924339266070e-01,1.000663924339266070e-01
9.221978786133967765e-02,2.285157069992931334e+00,9.947248271432164446e-02,9.947248271432164446e-02
9.530406313492885417e-02,2.284879879664208246e+00,9.888148089813592057e-02,9.888148089813592057e-02
9.717253572154430086e-02,2.284602756573891114e+00,9.829337756046925556e-02,9.829337756046925556e-02
9.778488412754950121e-02,2.284325700697517725e+00,9.770816326908531024e-02,9.770816326908531024e-02
9.713365603598898834e-02,2.284048712010637860e+00,9.712582858478663317e-02,9.712582858478663317e-02
9.524401509866561866e-02,2.283771790488812847e+00,9.654636406178615515e-02,9.654636406178615515e-02
9.217265204419644586e-02,2.283494936107616446e+00,9.596976024807872541e-02,9.596976024807872541e-02
8.800590023648786897e-02,2.283218148842633966e+00,9.539600768580641654e-02,9.539600768580641654e-02
8.285711569757632511e-02,2.282941428669461814e+00,9.482509691162221976e-02,9.482509691162221976e-02
7.686339963573222966e-02,2.282664775563709281e+00,9.425701845705559967e-02,9.425701845705559967e-02
7.018175725931326270e-02,2.282388189500996756e+00,9.369176284886820971e-02,9.369176284886820971e-02
6.298479974081913624e-02,2.282111670456957508e+00,9.312932060941431223e-02,9.312932060941431223e-02
5.545610632856488170e-02,2.281835218407235466e+00,9.256968225699040154e-02,9.256968225699040154e-02
4.778537057324624970e-02,2.281558833327486102e+00,9.201283830618850468e-02,9.201283830618850468e-02
4.016345831352481632e-02,2.281282515193378657e+00,9.145877926824980131e-02,9.145877926824980131e-02
3.277750540709604282e-02,2.281006263980591697e+00,9.090749565140193722e-02,9.090749565140193722e-02
2.580618024708554101e-02,2.280730079664817112e+00,9.035897796121092340e-02,9.035897796121092340e-02
1.941522999443641775e-02,2.280453962221758335e+00,8.981321670091887976e-02,8.981321670091887976e-02
1.375342039417233424e-02,2.280177911627130349e+00,8.927020237178258377e-02,8.927020237178258377e-02
8.948967306572432751e-03,2.279901927856660127e+00,8.872992547341050640e-02,8.872992547341050640e-02
5.106544015974599435e-03,2.279626010886085297e+00,8.819237650409378348e-02,8.819237650409378348e-02
2.304932379805676480e-03,2.279350160691157257e+00,8.765754596114319619e-02,8.765754596114319619e-02
5.953683874298626964e-04,2.279074377247637617e+00,8.712542434121064994e-02,8.712542434121064994e-02
6.141858693404471776e-07,2.278798660531299536e+00,8.659600214061767554e-02,8.659600214061767554e-02
5.147695861372423567e-04,2.278523010517929492e+00,8.606926985568212618e-02,8.606926985568212618e-02
2.103816986029575804e-03,2.278247427183323737e+00,8.554521798303209301e-02,8.554521798303209301e-02
4.706875020722651147e-03,2.277971910503291841e+00,8.502383701993107556e-02,8.502383701993107556e-02
8.238118549757814796e-03,2.277696460453654481e+00,8.450511746458921891e-02,8.450511746458921891e-02
1.258930624535089561e-02,2.277421077010242989e+00,8.398904981647574430e-02,8.398904981647574430e-02
1.763284245712212067e-02,2.277145760148902465e+00,8.347562457663540436e-02,8.347562457663540436e-02
2.322528753711349328e-02,2.276870509845487778e+00,8.296483224798917311e-02,8.296483224798917311e-02
2.921122069927715309e-02,2.276595326075866677e+00,8.245666333564563577e-02,8.245666333564563577e-02
3.542735198068497349e-02,2.276320208815918011e+00,8.195110834720065185e-02,8.195110834720065185e-02
4.170677511427656886e-02,2.276045158041532179e+00,8.144815779303880843e-02,8.144815779303880843e-02
4.788325119380828360e-02,2.275770173728611567e+00,8.094780218663238935e-02,8.094780218663238935e-02
5.379541391232247477e-02,2.275495255853070553e+00,8.045003204483690273e-02,8.045003204483690273e-02
5.929079081810965934e-02,2.275220404390834616e+00,7.995483788818248672e-02,7.995483788818248672e-02
6.422954131810741651e-02,2.274945619317840340e+00,7.946221024116474629e-02,7.946221024116474629e-02
6.848782086651181156e-02,2.274670900610037183e+00,7.897213963253575664e-02,7.897213963253575664e-02
7.196069164477005009e-02,2.274396248243385266e+00,7.848461659558610137e-02,7.848461659558610137e-02
7.456451275682653146e-02,2.274121662193856697e+00,7.799963166843007500e-02,7.799963166843007500e-02
7.623875717894544601e-02,2.273847142437435576e+00,7.751717539428680526e-02,7.751717539428680526e-02
7.694721803028121976e-02,2.273572688950116660e+00,7.703723832175587982e-02,7.703723832175587982e-02
7.667858276279553020e-02,2.273298301707906699e+00,7.655981100509566539e-02,7.655981100509566539e-02
7.544637018921526717e-02,2.273023980686824430e+00,7.608488400449676947e-02,7.608488400449676947e-02
7.328824145746698493e-02,2.272749725862900139e+00,7.561244788635199110e-02,7.561244788635199110e-02
7.026471173166987105e-02,2.272475537212174324e+00,7.514249322352288540e-02,7.514249322352288540e-02
6.645730406645530830e-02,2.272201414710701250e+00,7.467501059561168497e-02,7.467501059561168497e-02
6.196620040518776434e-02,2.271927358334544955e+00,7.420999058921838587e-02,7.420999058921838587e-02
5.690745647581361977e-02,2.271653368059781908e+00,7.374742379820647953e-02,7.374742379820647953e-02
5.140985732627480209e-02,2.271379443862500125e+00,7.328730082396027468e-02,7.328730082396027468e-02
4.561149811519989161e-02,2.271105585718798281e+00,7.282961227564010986e-02,7.282961227564010986e-02
3.965618038718867616e-02,2.270831793604787485e+00,7.237434877043930070e-02,7.237434877043930070e-02
3.368971731179262741e-02,2.270558067496589949e+00,7.192150093383359311e-02,7.192150093383359311e-02
2.785624220823024536e-02,2.270284407370339874e+00,7.147105939983224021e-02,7.147105939983224021e-02
2.229461313132970537e-02,2.270010813202182565e+00,7.102301481122326454e-02,7.102301481122326454e-02
1.713500243782510243e-02,2.269737284968274427e+00,7.057735781981833156e-02,7.057735781981833156e-02
1.249575421976601569e-02,2.269463822644784301e+00,7.013407908669705426e-02,7.013407908669705426e-02
8.480584471932896620e-03,2.269190426207891687e+00,6.969316928244419229e-02,6.969316928244419229e-02
5.176189087273908029e-03,2.268917095633788072e+00,6.925461908738937689e-02,6.925461908738937689e-02
2.650313522107755528e-03,2.268643830898676494e+00,6.881841919184157608e-02,6.881841919184157608e-02
9.503255501219558211e-04,2.268370631978770202e+00,6.838456029632018762e-02,6.838456029632018762e-02
1.023192606627796984e-04,2.268097498850296212e+00,6.795303311179107242e-02,6.795303311179107242e-02
1.107647002890021056e-04,2.267824431489490422e+00,6.752382835988746113e-02,6.752382835988746113e-02
9.587036605108355735e-04,2.267551429872602498e+00,6.709693677314351734e-02,6.709693677314351734e-02
2.608478429119252730e-03,2.267278493975891429e+00,6.667234909521120578e-02,6.667234909521120578e-02
5.002967187961205285e-03,2.267005623775629530e+00,6.625005608108802679e-02,6.625005608108802679e-02
8.067287475951140721e-03,2.266732819248099329e+00,6.583004849733151143e-02,6.583004849733151143e-02
1.171091803520207461e-02,2.266460080369595342e+00,6.541231712227874029e-02,6.541231712227874029e-02
1.583017967955640398e-02,2.266187407116422747e+00,6.499685274625918718e-02,6.499685274625918718e-02
2.031100778594613701e-02,2.265914799464899154e+00,6.458364617180982481e-02,6.458364617180982481e-02
2.503194278528866196e-02,2.265642257391352388e+00,6.417268821388197320e-02,6.417268821388197320e-02
2.986726074441363801e-02,2.265369780872123151e+00,6.376396970005333842e-02,6.376396970005333842e-02
3.469016386106020533e-02,2.265097369883562362e+00,6.335748147072983727e-02,6.335748147072983727e-02
3.937595046044634756e-02,2.264825024402032483e+00,6.295321437935103015e-02,6.295321437935103015e-02
4.380508585931027626e-02,2.264552744403907525e+00,6.255115929259158492e-02,6.255115929259158492e-02
4.786609917123956642e-02,2.264280529865573044e+00,6.215130709056040231e-02,6.215130709056040231e-02
5.145823664221682581e-02,2.264008380763425698e+00,6.175364866699702832e-02,6.175364866699702832e-02
5.449380925975792073e-02,2.263736297073873693e+00,6.135817492946692847e-02,6.135817492946692847e-02
5.690018096664898467e-02,2.263464278773335892e+00,6.096487679955298750e-02,6.096487679955298750e-02
5.862135359413101626e-02,2.263192325838243590e+00,6.057374521304857012e-02,6.057374521304857012e-02
5.961911534527968015e-02,2.262920438245038746e+00,6.018477112014311570e-02,6.018477112014311570e-02
5.987373102496020005e-02,2.262648615970174415e+00,5.979794548560915524e-02,5.979794548560915524e-02
5.938416393563249879e-02,2.262376858990115203e+00,5.941325928898687908e-02,5.941325928898687908e-02
5.816783113970673547e-02,2.262105167281337703e+00,5.903070352476672000e-02,5.903070352476672000e-02
5.625990533652126813e-02,2.261833540820329169e+00,5.865026920256722481e-02,5.865026920256722481e-02
5.371218763208639169e-02,2.261561979583587512e+00,5.827194734731293985e-02,5.827194734731293985e-02
5.059158572754234723e-02,2.261290483547623076e+00,5.789572899941233114e-02,5.789572899941233114e-02
4.697824127670400390e-02,2.261019052688956865e+00,5.752160521492882123e-02,5.752160521492882123e-02
4.296335815281031312e-02,2.260747686984121430e+00,5.714956706575363005e-02,5.714956706575363005e-02
3.864678994214668789e-02,2.260476386409659977e+00,5.677960563977380720e-02,5.677960563977380720e-02
3.413445000881975416e-02,2.260205150942128149e+00,5.641171204104198506e-02,5.641171204104198506e-02
2.953561085170374953e-02,2.259933980558092248e+00,5.604587738993919988e-02,5.604587738993919988e-02
2.496016114664997496e-02,2.259662875234128787e+00,5.568209282333763666e-02,5.568209282333763666e-02
2.051588882077078069e-02,2.259391834946827160e+00,5.532034949476530294e-02,5.532034949476530294e-02
1.630585677195168018e-02,2.259120859672786974e+00,5.496063857456168211e-02,5.496063857456168211e-02
1.242593449685553200e-02,2.258849949388619383e+00,5.460295125003663402e-02,5.460295125003663402e-02
8.962544034370946433e-03,2.258579104070946642e+00,5.424727872562506298e-02,5.424727872562506298e-02
5.990672414288412441e-03,2.258308323696402553e+00,5.389361222304045462e-02,5.389361222304045462e-02
3.572195399630742792e-03,2.258037608241632022e+00,5.354194298142576219e-02,5.354194298142576219e-02
1.754548927655993342e-03,2.257766957683290610e+00,5.319226225750177395e-02,5.319226225750177395e-02
5.697755127122181799e-04,2.257496371998045870e+00,5.284456132571627857e-02,5.284456132571627857e-02
3.396321193779072213e-05,2.257225851162575569e+00,5.249883147838701331e-02,5.249883147838701331e-02
1.470848190144888681e-04,2.256955395153569910e+00,5.215506402584770690e-02,5.215506402584770690e-02
8.932349909479316962e-04,2.256685003947728863e+00,5.181325029658639253e-02,5.181325029658639253e-02
2.241253273833457987e-03,2.256414677521764833e+00,5.147338163738798822e-02,5.147338163738798822e-02
4.145711711319277626e-03,2.256144415852400442e+00,5.113544941346921668e-02,5.113544941346921668e-02
6.548237114531747088e-03,2.255874218916370300e+00,5.079944500861645340e-02,5.079944500861645340e-02
9.379130344379984011e-03,2.255604086690419230e+00,5.046535982531732273e-02,5.046535982531732273e-02
1.255923828124655590e-02,2.255334019151304048e+00,5.013318528489474346e-02,5.013318528489474346e-02
1.600202867918686447e-02,2.255064016275792227e+00,4.980291282763527061e-02,4.980291282763527061e-02
1.961581393544920698e-02,2.254794078040661898e+00,4.947453391291734698e-02,4.947453391291734698e-02
2.330606703170913507e-02,2.254524204422703626e+00,4.914804001933962413e-02,4.914804001933962413e-02
2.697777156480995336e-02,2.254254395398718192e+00,4.882342264484280936e-02,4.882342264484280936e-02
3.053774788997937889e-02,2.253984650945517476e+00,4.850067330683325434e-02,4.850067330683325434e-02
3.389689892203476967e-02,2.253714971039924464e+00,4.817978354230380289e-02,4.817978354230380289e-02
3.697232201745955654e-02,2.253445355658773686e+00,4.786074490795327874e-02,4.786074490795327874e-02
3.968923749970755532e-02,2.253175804778909885e+00,4.754354898030205279e-02,4.754354898030205279e-02
4.198268966808905295e-02,2.252906318377190242e+00,4.722818735580995575e-02,4.722818735580995575e-02
4.379898239938192356e-02,2.252636896430481706e+00,4.691465165098681472e-02,4.691465165098681472e-02
4.509681853986903521e-02,2.252367538915662770e+00,4.660293350250626493e-02,4.660293350250626493e-02
4.584812000761379763e-02,2.252098245809623034e+00,4.629302456731532872e-02,4.629302456731532872e-02
4.603851368022795348e-02,2.251829017089263196e+00,4.598491652274262070e-02,4.598491652274262070e-02
4.566747652649191802e-02,2.251559852731495059e+00,4.567860106660490832e-02,4.567860106660490832e-02
4.474814184216291402e-02,2.251290752713240639e+00,4.537406991731087608e-02,4.537406991731087608e-02
4.330677666634263900e-02,2.251021717011434831e+00,4.507131481396727674e-02,4.507131481396727674e-02
4.138194828776320389e-02,2.250752745603021410e+00,4.477032751647567338e-02,4.477032751647567338e-02
3.902340501640693543e-02,2.250483838464956143e+00,4.447109980563563464e-02,4.447109980563563464e-02
3.629070292764773747e-02,2.250214995574206789e+00,4.417362348324269106e-02,4.417362348324269106e-02
3.325161593761084139e-02,2.249946216907749985e+00,4.387789037218108035e-02,4.387789037218108035e-02
2.998037121765820961e-02,2.249677502442575250e+00,4.358389231652291113e-02,4.358389231652291113e-02
2.655575550631514986e-02,2.249408852155682315e+00,4.329162118161786893e-02,4.329162118161786893e-02
2.305914026276631446e-02,2.249140266024081569e+00,4.300106885418536473e-02,4.300106885418536473e-02
1.957247478784426842e-02,2.248871744024794950e+00,4.271222724240476137e-02,4.271222724240476137e-02
1.617629640969420537e-02,2.248603286134855050e+00,4.242508827600260934e-02,4.242508827600260934e-02
1.294780561288917664e-02,2.248334892331306012e+00,4.213964390633986173e-02,4.213964390633986173e-02
9.959051632263177592e-03,2.248066562591201745e+00,4.185588610649489116e-02,4.185588610649489116e-02
7.275270612634604853e-03,2.247798296891608594e+00,4.157380687134914349e-02,4.157380687134914349e-02
4.953414054659033977e-03,2.247530095209602674e+00,4.129339821766630364e-02,4.129339821766630364e-02
3.040900047330293791e-03,2.247261957522271647e+00,4.101465218417371661e-02,4.101465218417371661e-02
1.574613870947628568e-03,2.246993883806713388e+00,4.073756083163973529e-02,4.073756083163973529e-02
5.801780946971449695e-04,2.246725874040038207e+00,4.046211624295256715e-02,4.046211624295256715e-02
7.150545714317456598e-05,2.246457928199365295e+00,4.018831052319204317e-02,4.018831052319204317e-02
5.064077679779620180e-05,2.246190046261826723e+00,3.991613579970748615e-02,3.991613579970748615e-02
5.078910673871091372e-04,2.245922228204563886e+00,3.964558422218612821e-02,3.964558422218612821e-02
1.422236099890421138e-03,2.245654474004730172e+00,3.937664796272665607e-02,3.937664796272665607e-02
2.762005025477234574e-03,2.245386783639489625e+00,3.910931921590683757e-02,3.910931921590683757e-02
4.485798504765181084e-03,2.245119157086016504e+00,3.884359019885096770e-02,3.884359019885096770e-02
6.543630220020520832e-03,2.244851594321496613e+00,3.857945315129711339e-02,3.857945315129711339e-02
8.878256801730575326e-03,2.244584095323126416e+00,3.831690033566115955e-02,3.831690033566115955e-02
1.142666118333802473e-02,2.244316660068113478e+00,3.805592403710025828e-02,3.805592403710025828e-02
1.412165129031247093e-02,2.244049288533676023e+00,3.779651656357421036e-02,3.779651656357421036e-02
1.689353383054650187e-02,2.243781980697042933e+00,3.753867024590584051e-02,3.753867024590584051e-02
1.967182181747894817e-02,2.243514736535454190e+00,3.728237743784005437e-02,3.728237743784005437e-02
2.238693433425297669e-02,2.243247556026160883e+00,3.702763051610154926e-02,3.702763051610154926e-02
2.497184792258733826e-02,2.242980439146424754e+00,3.677442188045015881e-02,3.677442188045015881e-02
2.736366081482585755e-02,2.242713385873517762e+00,3.652274395373502486e-02,3.652274395373502486e-02
2.950503396128538458e-02,2.242446396184722968e+00,3.627258918194878334e-02,3.627258918194878334e-02
3.134547635585100550e-02,2.242179470057335422e+00,3.602395003428001535e-02,3.602395003428001535e-02
3.284244643187776702e-02,2.241912607468659058e+00,3.577681900316078550e-02,3.577681900316078550e-02
3.396224617189978756e-02,2.241645808396010242e+00,3.553118860431905834e-02,3.553118860431905834e-02
3.468068992241414572e-02,2.241379072816715112e+00,3.528705137682372484e-02,3.528705137682372484e-02
3.498353559142945018e-02,2.241112400708110908e+00,3.504439988313232807e-02,3.504439988313232807e-02
3.486667179045416926e-02,2.240845792047545970e+00,3.480322670913593014e-02,3.480322670913593014e-02
3.433606041921374863e-02,2.240579246812379299e+00,3.456352446420232066e-02,3.456352446420232066e-02
3.340744003829256015e-02,2.240312764979979665e+00,3.432528578121763624e-02,3.432528578121763624e-02
3.210580099356871026e-02,2.240046346527728716e+00,3.408850331663004080e-02,3.408850331663004080e-02
3.046464851668906348e-02,2.239779991433016537e+00,3.385316975048548865e-02,3.385316975048548865e-02
2.852507480881719473e-02,2.239513699673245650e+00,3.361927778646973952e-02,3.361927778646973952e-02
2.633466531430813523e-02,2.239247471225828345e+00,3.338682015194297664e-02,3.338682015194297664e-02
2.394626791763296639e-02,2.238981306068188459e+00,3.315578959797738784e-02,3.315578959797738784e-02
2.141665657789292715e-02,2.238715204177759599e+00,3.292617889939004894e-02,3.292617889939004894e-02
1.880512289812531074e-02,2.238449165531986917e+00,3.269798085477784721e-02,3.269798085477784721e-02
1.617203027786834682e-02,2.238183190108325338e+00,3.247118828654806805e-02,3.247118828654806805e-02
1.357736560466202801e-02,2.237917277884242218e+00,3.224579404095140323e-02,3.224579404095140323e-02
1.107932291069076841e-02,2.237651428837213796e+00,3.202179098810869345e-02,3.202179098810869345e-02
8.732952082500392357e-03,2.237385642944728303e+00,3.179917202204179949e-02,3.179917202204179949e-02
6.588903610222477704e-03,2.237119920184283295e+00,3.157793006069867237e-02,3.157793006069867237e-02
4.692297562271540746e-03,2.236854260533388761e+00,3.135805804598192081e-02,3.135805804598192081e-02
3.081741549936297276e-03,2.236588663969563573e+00,3.113954894377066879e-02,3.113954894377066879e-02
1.788518497330749074e-03,2.236323130470339038e+00,3.092239574394708285e-02,3.092239574394708285e-02
8.359606572828855208e-04,2.236057660013255344e+00,3.070659146041596760e-02,3.070659146041596760e-02
2.390216258103003237e-04,2.235792252575865113e+00,3.049212913112893039e-02,3.049212913112893039e-02
4.053222336362965613e-06,2.235526908135730295e+00,3.027900181810209979e-02,3.027900181810209979e-02
1.287891398608281357e-04,2.235261626670423940e+00,3.006720260743643222e-02,3.006720260743643222e-02
6.025323473562155382e-04,2.234996408157530201e+00,2.985672460933574968e-02,2.985672460933574968e-02
1.406538461756378288e-03,2.234731252574642557e+00,2.964756095812197054e-02,2.964756095812197054e-02
2.514582808834403549e-03,2.234466159899366922e+00,2.943970481225334848e-02,2.943970481225334848e-02
3.893694762780209283e-03,2.234201130109318090e+00,2.923314935433606737e-02,2.923314935433606737e-02
5.505039284241073153e-03,2.233936163182123291e+00,2.902788779114062051e-02,2.902788779114062051e-02
7.304922444757912942e-03,2.233671259095418193e+00,2.882391335361105325e-02,2.882391335361105325e-02
9.245895195836744893e-03,2.233406417826850898e+00,2.862121929687927446e-02,2.862121929687927446e-02
1.127792776282613915e-02,2.233141639354079722e+00,2.841979890027368158e-02,2.841979890027368158e-02
1.334962584940264409e-02,2.232876923654772305e+00,2.821964546732762258e-02,2.821964546732762258e-02
1.540945934411542574e-02,2.232612270706609170e+00,2.802075232579024841e-02,2.802075232579024841e-02
1.740697442506641129e-02,2.232347680487278829e+00,2.782311282762988530e-02,2.782311282762988530e-02
1.929396084497136607e-02,2.232083152974482676e+00,2.762672034904384288e-02,2.762672034904384288e-02
2.102554771365012717e-02,2.231818688145930984e+00,2.743156829046037443e-02,2.743156829046037443e-02
2.256120323041972686e-02,2.231554285979346020e+00,2.723765007654517512e-02,2.723765007654517512e-02
2.386561649405225319e-02,2.231289946452458928e+00,2.704495915620199961e-02,2.704495915620199961e-02
2.490944266023409001e-02,2.231025669543012846e+00,2.685348900257704050e-02,2.685348900257704050e-02
2.566989624356552646e-02,2.230761455228761125e+00,2.666323311305870622e-02,2.666323311305870622e-02
2.613118118318710770e-02,2.230497303487466887e+00,2.647418500927740947e-02,2.647418500927740947e-02
2.628475031325879299e-02,2.230233214296904798e+00,2.628633823710595924e-02,2.628633823710595924e-02
2.612939100347703644e-02,2.229969187634859296e+00,2.609968636665643826e-02,2.609968636665643826e-02
2.567113786218976068e-02,2.229705223479125920e+00,2.591422299227838857e-02,2.591422299227838857e-02
2.492301742853949773e-02,2.229441321807510423e+00,2.572994173255449893e-02,2.572994173255449893e-02
2.390463362754430623e-02,2.229177482597829218e+00,2.554683623029629924e-02,2.554683623029629924e-02
2.264160633641095974e-02,2.228913705827908487e+00,2.536490015253788435e-02,2.536490015253788435e-02
2.116487863283392223e-02,2.228649991475586400e+00,2.518412719053105681e-02,2.518412719053105681e-02
1.950991109750613642e-02,2.228386339518710013e+00,2.500451105973581362e-02,2.500451105973581362e-02
1.771578386570948210e-02,2.228122749935137481e+00,2.482604549981355657e-02,2.482604549981355657e-02
1.582422892092263250e-02,2.227859222702738506e+00,2.464872427461821391e-02,2.464872427461821391e-02
1.387861636431668086e-02,2.227595757799391230e+00,2.447254117218422564e-02,2.447254117218422564e-02
1.192291905922985250e-02,2.227332355202986225e+00,2.429749000471820644e-02,2.429749000471820644e-02
1.000068013344927384e-02,2.227069014891422505e+00,2.412356460858456828e-02,2.412356460858456828e-02
8.154007333968297036e-03,2.226805736842611516e+00,2.395075884429555962e-02,2.395075884429555962e-02
6.422617189407857710e-03,2.226542521034474031e+00,2.377906659649572582e-02,2.377906659649572582e-02
4.842950379936734363e-03,2.226279367444941482e+00,2.360848177394853434e-02,2.360848177394853434e-02
3.447377687980226774e-03,2.226016276051955955e+00,2.343899830952124799e-02,2.343899830952124799e-02
2.263513461480244626e-03,2.225753246833469312e+00,2.327061016016842773e-02,2.327061016016842773e-02
1.313650729512462348e-03,2.225490279767444513e+00,2.310331130691598706e-02,2.310331130691598706e-02
6.143290384269159930e-04,2.225227374831854732e+00,2.293709575484319599e-02,2.293709575484319599e-02
1.760428027374964083e-04,2.224964532004683360e+00,2.277195753306419240e-02,2.277195753306419240e-02
3.094567726981573979e-06,2.224701751263924443e+00,2.260789069470926435e-02,2.260789069470926435e-02
9.359414201002705456e-05,2.224439032587582687e+00,2.244488931690495279e-02,2.244488931690495279e-02
4.396011583513304423e-04,2.224176375953672125e+00,2.228294750075242650e-02,2.228294750075242650e-02
1.027405338278723507e-03,2.223913781340218332e+00,2.212205937130759179e-02,2.212205937130759179e-02
1.837935644459076992e-03,2.223651248725256657e+00,2.196221907755771530e-02,2.196221907755771530e-02
2.847286672669763295e-03,2.223388778086832662e+00,2.180342079239884837e-02,2.180342079239884837e-02
4.027348123370037315e-03,2.223126369403003455e+00,2.164565871261290783e-02,2.164565871261290783e-02
