int, omega, ref, sam
5.346521053814811027e-03,2.222864022651834581e+00,2.148892705884146437e-02,2.148892705884146437e-02
6.770502887891137640e-03,2.222601737811403577e+00,2.133322007556273311e-02,2.133322007556273311e-02
8.263121885063080124e-03,2.222339514859797749e+00,2.117853203106451199e-02,2.117853203106451199e-02
9.787200962807024451e-03,2.222077353775114616e+00,2.102485721741779306e-02,2.102485721741779306e-02
1.130543043926803340e-02,2.221815254535461914e+00,2.087218995044969397e-02,2.087218995044969397e-02
1.278122941303576517e-02,2.221553217118958035e+00,2.072052456971568840e-02,2.072052456971568840e-02
1.417957611285219563e-02,2.221291241503731584e+00,2.056985543847083750e-02,2.056985543847083750e-02
1.546778860882594940e-02,2.221029327667921827e+00,2.042017694364076444e-02,2.042017694364076444e-02
1.661623874594325700e-02,2.220767475589677353e+00,2.027148349579095329e-02,2.027148349579095329e-02
1.759898399859154833e-02,2.220505685247158301e+00,2.012376952909749814e-02,2.012376952909749814e-02
1.839430410274077096e-02,2.220243956618534131e+00,1.997702950131446942e-02,1.997702950131446942e-02
1.898513174407677126e-02,2.219982289681984966e+00,1.983125789374295955e-02,1.983125789374295955e-02
1.935936920580729262e-02,2.219720684415701584e+00,1.968644921119850830e-02,1.968644921119850830e-02
1.951008564422579070e-02,2.219459140797884089e+00,1.954259798197712644e-02,1.954259798197712644e-02
1.943559249759549759e-02,2.219197658806743689e+00,1.939969875782272465e-02,1.939969875782272465e-02
1.913939737774026512e-02,2.218936238420501805e+00,1.925774611389208593e-02,1.925774611389208593e-02
1.863003957830092899e-02,2.218674879617390072e+00,1.911673464871992828e-02,1.911673464871992828e-02
1.792081299615370937e-02,2.218413582375649451e+00,1.897665898418292654e-02,1.897665898418292654e-02
1.702938474393096355e-02,2.218152346673532893e+00,1.883751376546490691e-02,1.883751376546490691e-02
1.597731997835330833e-02,2.217891172489301788e+00,1.869929366101823892e-02,1.869929366101823892e-02
1.478952543390288366e-02,2.217630059801229070e+00,1.856199336252813831e-02,1.856199336252813831e-02
1.349362579437283181e-02,2.217369008587597445e+00,1.842560758487389594e-02,1.842560758487389594e-02
1.211928832426716757e-02,2.217108018826699389e+00,1.829013106609033573e-02,1.829013106609033573e-02
1.069751209493161048e-02,2.216847090496838923e+00,1.815555856732986584e-02,1.815555856732986584e-02
9.259898662578338463e-03,2.216586223576328507e+00,1.802188487282113671e-02,1.802188487282113671e-02
7.837921182642234100e-03,2.216325418043492146e+00,1.788910478983072108e-02,1.788910478983072108e-02
6.462208680953608272e-03,2.216064673876663171e+00,1.775721314862128281e-02,1.775721314862128281e-02
5.161861561173953020e-03,2.215803991054186017e+00,1.762620480241127233e-02,1.762620480241127233e-02
3.963813430608820361e-03,2.215543369554414888e+00,1.749607462733269655e-02,1.749607462733269655e-02
2.892253003015107272e-03,2.215282809355714200e+00,1.736681752238901019e-02,1.736681752238901019e-02
1.968118223139473516e-03,2.215022310436457698e+00,1.723842840941213275e-02,1.723842840941213275e-02
1.208672896120496212e-03,2.214761872775030671e+00,1.711090223302024968e-02,1.711090223302024968e-02
6.271740422395483214e-04,2.214501496349827736e+00,1.698423396057310505e-02,1.698423396057310505e-02
2.326359851572684504e-04,2.214241181139254167e+00,1.685841858212842534e-02,1.685841858212842534e-02
2.969487239558508376e-05,2.213980927121725006e+00,1.673345111039690677e-02,1.673345111039690677e-02
1.857497532959535215e-05,2.213720734275665070e+00,1.660932658069699808e-02,1.660932658069699808e-02
1.951557764455234606e-04,2.213460602579510272e+00,1.648604005091009600e-02,1.648604005091009600e-02
5.511365772681946478e-04,2.213200532011706301e+00,1.636358660143373209e-02,1.636358660143373209e-02
1.074293201720329062e-03,2.212940522550708611e+00,1.624196133513516188e-02,1.624196133513516188e-02
1.748819373643509126e-03,2.212680574174983317e+00,1.612115937730478066e-02,1.612115937730478066e-02
2.555743556261985336e-03,2.212420686863005859e+00,1.600117587560816526e-02,1.600117587560816526e-02
3.473410492238300593e-03,2.212160860593262779e+00,1.588200600003908391e-02,1.588200600003908391e-02
4.478015406547529269e-03,2.211901095344249946e+00,1.576364494287039661e-02,1.576364494287039661e-02
5.544177854289944300e-03,2.211641391094473441e+00,1.564608791860580203e-02,1.564608791860580203e-02
6.645541528807395910e-03,2.211381747822450450e+00,1.552933016393124969e-02,1.552933016393124969e-02
7.755386001047063008e-03,2.211122165506706150e+00,1.541336693766389224e-02,1.541336693766389224e-02
8.847236340955664385e-03,2.210862644125778154e+00,1.529819352070437184e-02,1.529819352070437184e-02
9.895456870192196469e-03,2.210603183658212512e+00,1.518380521598461028e-02,1.518380521598461028e-02
1.087581589973031504e-02,2.210343784082566376e+00,1.507019734841840916e-02,1.507019734841840916e-02
1.176600919673613348e-02,2.210084445377405782e+00,1.495736526484936491e-02,1.495736526484936491e-02
1.254613107679755993e-02,2.209825167521307865e+00,1.484530433400041601e-02,1.484530433400041601e-02
1.319908339926896546e-02,2.209565950492859532e+00,1.473400994642151511e-02,1.473400994642151511e-02
1.371091431950354628e-02,2.209306794270657903e+00,1.462347751443757692e-02,1.462347751443757692e-02
1.407108038292637087e-02,2.209047698833309425e+00,1.451370247209558470e-02,1.451370247209558470e-02
1.427262739013691537e-02,2.208788664159431203e+00,1.440468027511231965e-02,1.440468027511231965e-02
1.431228737576257203e-02,2.208529690227650111e+00,1.429640640082073012e-02,1.429640640082073012e-02
1.419049098209421156e-02,2.208270777016603237e+00,1.418887634811651782e-02,1.418887634811651782e-02
1.391129642747997858e-02,2.208011924504937884e+00,1.408208563740429020e-02,1.408208563740429020e-02
1.348223812603389221e-02,2.207753132671311125e+00,1.397602981054305547e-02,1.397602981054305547e-02
1.291409976882998238e-02,2.207494401494389358e+00,1.387070443079156321e-02,1.387070443079156321e-02
1.222061828977753610e-02,2.207235730952850528e+00,1.376610508275430585e-02,1.376610508275430585e-02
1.141812657813324854e-02,2.206977121025381017e+00,1.366222737232500144e-02,1.366222737232500144e-02
1.052514403508890591e-02,2.206718571690677866e+00,1.355906692663206604e-02,1.355906692663206604e-02
9.561925079938757635e-03,2.206460082927447885e+00,1.345661939398243127e-02,1.345661939398243127e-02
8.549976473806042074e-03,2.206201654714408988e+00,1.335488044380592036e-02,1.335488044380592036e-02
7.511554833116745010e-03,2.205943287030287525e+00,1.325384576659788434e-02,1.325384576659788434e-02
6.469155944708113691e-03,2.205684979853820060e+00,1.315351107386316526e-02,1.315351107386316526e-02
5.445007468964253687e-03,2.205426733163753816e+00,1.305387209805931870e-02,1.305387209805931870e-02
4.460576332625204241e-03,2.205168546938846230e+00,1.295492459253921175e-02,1.295492459253921175e-02
3.536101579954836153e-03,2.204910421157862732e+00,1.285666433149268775e-02,1.285666433149268775e-02
2.690162686599067814e-03,2.204652355799581187e+00,1.275908710989043585e-02,1.275908710989043585e-02
1.939292366004115482e-03,2.204394350842787897e+00,1.266218874342449514e-02,1.266218874342449514e-02
1.297641739937329276e-03,2.204136406266278936e+00,1.256596506845049366e-02,1.256596506845049366e-02
7.767044313545545288e-04,2.203878522048861477e+00,1.247041194192953159e-02,1.247041194192953159e-02
3.851047023971901524e-04,2.203620698169352021e+00,1.237552524136882950e-02,1.237552524136882950e-02
1.284532368254271870e-04,2.203362934606576395e+00,1.228130086476268180e-02,1.228130086476268180e-02
9.272590587122963570e-06,2.203105231339370640e+00,1.218773473053350390e-02,1.218773473053350390e-02
2.699274261723410279e-05,2.202847588346581453e+00,1.209482277747258097e-02,1.209482277747258097e-02
1.780156063129630345e-04,2.202590005607064860e+00,1.200256096467984188e-02,1.200256096467984188e-02
4.558458450631566825e-04,2.202332483099686655e+00,1.191094527150410656e-02,1.191094527150410656e-02
8.512839056195612092e-04,2.202075020803322403e+00,1.181997169748294496e-02,1.181997169748294496e-02
1.352675871202226694e-03,2.201817618696857881e+00,1.172963626228253238e-02,1.172963626228253238e-02
1.946213569013421039e-03,2.201560276759188639e+00,1.163993500563690470e-02,1.163993500563690470e-02
2.616277367596612190e-03,2.201302994969220439e+00,1.155086398728735926e-02,1.155086398728735926e-02
3.345813287304036029e-03,2.201045773305867925e+00,1.146241928692110119e-02,1.146241928692110119e-02
4.116735436391145281e-03,2.200788611748056844e+00,1.137459700411083685e-02,1.137459700411083685e-02
4.910344385981747078e-03,2.200531510274721381e+00,1.128739325825255796e-02,1.128739325825255796e-02
5.707751913835685566e-03,2.200274468864807265e+00,1.120080418850510386e-02,1.120080418850510386e-02
6.490302579791975592e-03,2.200017487497268664e+00,1.111482595372742001e-02,1.111482595372742001e-02
7.239982839767841911e-03,2.199760566151070407e+00,1.102945473241751309e-02,1.102945473241751309e-02
7.939808851140393864e-03,2.199503704805186199e+00,1.094468672264975635e-02,1.094468672264975635e-02
8.574184756105780736e-03,2.199246903438600853e+00,1.086051814201352723e-02,1.086051814201352723e-02
9.129224033900809263e-03,2.198990162030307616e+00,1.077694522754998191e-02,1.077694522754998191e-02
9.593027466084712990e-03,2.198733480559310394e+00,1.069396423569027137e-02,1.069396423569027137e-02
9.955912337803613996e-03,2.198476859004623307e+00,1.061157144219275830e-02,1.061157144219275830e-02
1.021058867546728241e-02,2.198220297345269358e+00,1.052976314207985584e-02,1.052976314207985584e-02
1.035227956973974392e-02,2.197963795560281763e+00,1.044853564957545430e-02,1.044853564957545430e-02
1.037878392313847618e-02,2.197707353628703064e+00,1.036788529804166283e-02,1.036788529804166283e-02
1.029048126444985674e-02,2.197450971529586017e+00,1.028780843991585099e-02,1.028780843991585099e-02
1.009027955855982227e-02,2.197194649241993591e+00,1.020830144664733319e-02,1.020830144664733319e-02
9.783508182024390140e-03,2.196938386744997640e+00,1.012936070863351343e-02,1.012936070863351343e-02
9.377759405179731181e-03,2.196682184017680672e+00,1.005098263515687672e-02,1.005098263515687672e-02
8.882682796317601520e-03,2.196426041039133636e+00,9.973163654320627361e-03,9.973163654320627361e-03
8.309737920532026673e-03,2.196169957788458582e+00,9.895900212985718480e-03,9.895900212985718480e-03
7.671911526431461799e-03,2.195913934244766885e+00,9.819188776706407051e-03,9.819188776706407051e-03
6.983406082502343661e-03,2.195657970387179247e+00,9.743025829666268622e-03,9.743025829666268622e-03
6.259307029706158085e-03,2.195402066194826141e+00,9.667407874614182550e-03,9.667407874614182550e-03
5.515236449953533383e-03,2.195146221646848694e+00,9.592331432800456012e-03,9.592331432800456012e-03
4.767001007258612859e-03,2.194890436722396920e+00,9.517793043911997389e-03,9.517793043911997389e-03
4.030241999844991901e-03,2.194634711400630156e+00,9.443789266008023944e-03,9.443789266008023944e-03
3.320095170696321998e-03,2.194379045660718397e+00,9.370316675456055733e-03,9.370316675456055733e-03
2.650867568839169672e-03,2.194123439481841409e+00,9.297371866867075105e-03,9.297371866867075105e-03
2.035738244862231663e-03,2.193867892843187395e+00,9.224951453030523149e-03,9.224951453030523149e-03
1.486488915990160893e-03,2.193612405723955661e+00,9.153052064850408093e-03,9.153052064850408093e-03
1.013269965349133115e-03,2.193356978103354393e+00,9.081670351279864592e-03,9.081670351279864592e-03
6.244062663150054060e-04,2.193101609960601550e+00,9.010802979256601203e-03,9.010802979256601203e-03
3.262463669667573082e-04,2.192846301274924858e+00,8.940446633638025192e-03,8.940446633638025192e-03
1.230575545121411309e-04,2.192591052025562259e+00,8.870598017136386432e-03,8.870598017136386432e-03
1.696826827479741770e-05,2.192335862191760576e+00,8.801253850253440772e-03,8.801253850253440772e-03
7.958266377634254040e-06,2.192080731752775957e+00,8.732410871215482914e-03,8.732410871215482914e-03
9.389589902131249474e-05,2.191825660687875654e+00,8.664065835908773064e-03,8.664065835908773064e-03
2.706208231583974097e-04,2.191570648976335356e+00,8.596215517813607029e-03,8.596215517813607029e-03
5.320695309833533464e-04,2.191315696597440965e+00,8.528856707939664814e-03,8.528856707939664814e-03
8.704401779880803231e-04,2.191060803530487711e+00,8.461986214760517863e-03,8.461986214760517863e-03
1.276392403296084353e-03,2.190805969754780591e+00,8.395600864148495407e-03,8.395600864148495407e-03
1.739277151081874669e-03,2.190551195249633931e+00,8.329697499309257624e-03,8.329697499309257624e-03
2.247390939979295073e-03,2.190296479994372270e+00,8.264272980716755659e-03,8.264272980716755659e-03
2.788248597309873119e-03,2.190041823968329471e+00,8.199324186047587948e-03,8.199324186047587948e-03
3.348868183603168763e-03,2.189787227150848725e+00,8.134848010115684411e-03,8.134848010115684411e-03
3.916061683879050806e-03,2.189532689521283437e+00,8.070841364807136362e-03,8.070841364807136362e-03
4.476725035962921852e-03,2.189278211058995893e+00,8.007301179014460896e-03,8.007301179014460896e-03
5.018121200104285959e-03,2.189023791743358593e+00,7.944224398571515799e-03,7.944224398571515799e-03
5.528150242694729669e-03,2.188769431553753364e+00,7.881607986187873227e-03,7.881607986187873227e-03
5.995600801440167937e-03,2.188515130469571357e+00,7.819448921383363380e-03,7.819448921383363380e-03
6.410377808937769289e-03,2.188260888470213494e+00,7.757744200422801197e-03,7.757744200422801197e-03
6.763701962834453227e-03,2.188006705535090912e+00,7.696490836250634120e-03,7.696490836250634120e-03
7.048277128422479609e-03,2.187752581643623628e+00,7.635685858425168317e-03,7.635685858425168317e-03
7.258422626637121150e-03,2.187498516775240986e+00,7.575326313053323130e-03,7.575326313053323130e-03
7.390168179165624955e-03,2.187244510909382100e+00,7.515409262725266694e-03,7.515409262725266694e-03
7.441310133731848103e-03,2.186990564025496298e+00,7.455931786449163448e-03,7.455931786449163448e-03
7.411428457613777020e-03,2.186736676103041344e+00,7.396890979585326632e-03,7.396890979585326632e-03
7.301864846999160837e-03,2.186482847121485662e+00,7.338283953781401213e-03,7.338283953781401213e-03
7.115663135334415919e-03,2.186229077060306114e+00,7.280107836906518984e-03,7.280107836906518984e-03
6.857473977758692801e-03,2.185975365898989775e+00,7.222359772986329703e-03,7.222359772986329703e-03
6.533426524630171067e-03,2.185721713617033490e+00,7.165036922137642782e-03,7.165036922137642782e-03
6.150970460240568274e-03,2.185468120193942987e+00,7.108136460502935405e-03,7.108136460502935405e-03
5.718692360174963685e-03,2.185214585609233762e+00,7.051655580185339431e-03,7.051655580185339431e-03
5.246110801554675074e-03,2.184961109842430638e+00,6.995591489183298692e-03,6.995591489183298692e-03
4.743455036140428911e-03,2.184707692873068208e+00,6.939941411325519470e-03,6.939941411325519470e-03
4.221432300873615741e-03,2.184454334680690391e+00,6.884702586205755301e-03,6.884702586205755301e-03
3.690988990383281976e-03,2.184201035244850875e+00,6.829872269117789538e-03,6.829872269117789538e-03
3.163070950312661059e-03,2.183947794545112231e+00,6.775447730990197606e-03,6.775447730990197606e-03
2.648388070496801756e-03,2.183694612561047244e+00,6.721426258321658298e-03,6.721426258321658298e-03
2.157188167101597304e-03,2.183441489272237579e+00,6.667805153115702148e-03,6.667805153115702148e-03
1.699044849013968969e-03,2.183188424658274673e+00,6.614581732816004513e-03,6.614581732816004513e-03
1.282663674454994967e-03,2.182935418698759289e+00,6.561753330241445331e-03,6.561753330241445331e-03
9.157104292703816375e-04,2.182682471373301514e+00,6.509317293521315467e-03,6.509317293521315467e-03
6.046648104768793854e-04,2.182429582661521650e+00,6.457270986030784130e-03,6.457270986030784130e-03
3.547021907020017498e-04,2.182176752543047993e+00,6.405611786325750463e-03,6.405611786325750463e-03
